물품,토큰,계약금액,계약일
수목영양제,"['수목', '양제']",5280000,2013-11-18
건축공학전공 기자재 (데이터로거 외),"['전공', '자재', '데이터', '로거']",8400000,2013-11-18
기계로봇공학전공 기자재(마노메타),"['기계', '로봇공학', '전공', '자재', '마노', '메타']",2100000,2013-11-18
산업경영공학과 교육용소프트웨어(LINDO),"['교육', '소프트웨어']",5695250,2013-11-18
해외전자정보 ILE,"['해외', '전자', '정보']",75070480,2013-11-19
운동부 동계트레이닝복 및 방한복,"['운동', '동계', '트레이닝복', '방한복']",19276800,2013-11-19
송도캠퍼스 보건진료서 자동혈압계,"['송도', '캠퍼스', '보건', '진료', '자동', '혈압']",1769500,2013-11-19
비도서(영화 및 교양 DVD) 자료,"['비도', '영화', '교양', '자료']",10318640,2013-11-20
정보통신공학과 태블릿컴퓨터,"['태블릿', '컴퓨터']",10972500,2013-11-20
전자공학과 공동교수실 집기,"['공동', '교수', '집기']",1455320,2013-11-20
2013학년도 사범대학 멀티 미디어실 소프트웨어,"['학년', '멀티', '미디어', '소프트웨어']",2600000,2013-11-20
임베디드시스템공학과 교육용 소프트웨어(MATLAB),"['교육', '소프트웨어']",6820000,2013-11-25
학생복지센터 무대조명,"['학생복', '센터', '무대조명']",2750000,2013-11-26
유기질비료(대지생명토),"['기질', '비료', '대지', '생명']",2640000,2013-11-28
도시건축학부(건축공학전공)기자재,"['전공', '자재']",3130000,2013-11-28
청소용품(페이퍼타올 등 4종),"['청소', '용품', '페이퍼타올']",2713000,2013-11-28
학생지원팀 무인키오스크,"['학생', '지원', '무인', '오스']",33600000,2013-12-02
인천대학교 평생교욱원 기념품,"['인천대학교', '평생', '교욱', '기념품']",5808000,2013-12-02
생활원 체육용품,"['생활', '체육', '용품']",1861700,2013-12-02
기계로봇공학전공 교육용소프트웨어(ug8),"['기계', '로봇공학', '전공', '교육', '소프트웨어']",14600000,2013-12-03
멀칭재료,"['멀칭', '재료']",2343000,2013-12-03
건축학전공 교육용소프트웨어-마이더스젠,"['건축학', '전공', '교육', '소프트웨어', '마이더스']",8400000,2013-12-03
신소재공학과 오존생성기,"['오존', '성기']",20900000,2013-12-04
해외전자정보 ACS 외 3종,"['해외', '전자', '정보']",54878000,2013-12-04
미화원방한복 및 방한화,"['미화원', '방한복', '방한']",2334000,2013-12-05
도시행정학과 실험실습 기자재,"['실험', '실습', '자재']",2926000,2013-12-05
도시건축학부(건축공학전공)실험실습기자재,"['전공', '실험실', '습기', '자재']",3026100,2013-12-05
축구부운동용품,"['축구', '운동', '용품']",2200000,2013-12-06
도시건설공학전공교육용 소프트웨어(마이다스 Soilworks 외 1종),"['도시', '건설', '공학', '공교육', '소프트웨어', '마이', '다스']",6338000,2013-12-09
생활관 냉.낭반설비 유지관리용 자재,"['생활관', '설비', '유지관리', '자재']",1943040,2013-12-09
"해외전자정보 RSC, NPG","['해외', '전자', '정보']",32100000,2013-12-09
"해외전자정보 Sage, Wiley Online Library","['해외', '전자', '정보']",61800000,2013-12-09
(메카트로닉스공학전공) 교육용 소프트웨어(LabVIEW외),"['전공', '교육', '소프트웨어']",3460270,2013-12-09
게스트하우스 동계 침구,"['게스트하우스', '동계', '침구']",7370000,2013-12-10
학생언론기구 컴퓨터,"['학생', '언론', '기구', '컴퓨터']",3163990,2013-12-10
BK 21플러스 사업 사무실 비품,"['플러스', '사업', '사무실', '비품']",1997690,2013-12-10
게스트하우스 커튼,"['게스트하우스', '커튼']",9063000,2013-12-10
국내전자정보 DBpia,"['국내', '전자', '정보']",30709000,2013-12-11
(제물포) 도시건축학부 재료,"['제물포', '재료']",3960000,2013-12-12
학산도서관 국내도서,"['학산', '도서관', '국내', '도서']",64690000,2013-12-13
2013-2 소그룹 학습지원 상품권,"['그룹', '학습', '지원', '상품권']",11190000,2013-12-13
국내전자정보 KISS,"['국내', '전자', '정보']",32558300,2013-12-13
동북아물류대학원 노트북컴퓨터,"['동북아', '물류', '대학원', '노트북컴퓨터']",1936000,2013-12-16
창의인재개발학과 교육용 실험실습기자재,"['교육', '실험실', '습기', '자재']",2875430,2013-12-16
디자인학부 소프트웨어,['소프트웨어'],11110000,2013-12-16
전자공학과 교육용소프트웨어(HFSS),"['교육', '소프트웨어']",4400000,2013-12-17
운동건강학부 실험실습 소프트웨어(Matlab package),"['실험', '실습', '소프트웨어']",2365000,2013-12-17
(제물포)환경공학전공 학술발표 개최에 따른 기념품,"['제물포', '전공', '학술', '발표', '개최', '기념품']",1687400,2013-12-17
도시환경공학부 PTV VISSIM,[],17680000,2013-12-17
경영학부 2013학년도 소프트웨어,"['학년', '소프트웨어']",4400000,2013-12-17
기계로봇공학전공 교육용기자재(진동실험장치),"['기계', '로봇공학', '전공', '교육', '용기', '자재', '진동', '실험', '장치']",5170000,2013-12-18
대형레이져 프린터 소모품,"['대형', '레이져', '프린터', '소모품']",4826800,2013-12-18
2013년 장기근속자 및 정년퇴임자 부상품,"['장기', '근속', '정년', '임자', '상품']",1999200,2013-12-18
도시건축학부(건축공학전공)실험실습기자재(강제식 혼합기),"['전공', '실험실', '습기', '자재', '강제', '합기']",3000000,2013-12-18
전자공학과 교육용소프트웨어(OR CAD),"['교육', '소프트웨어']",3750000,2013-12-19
2014학년도 정시모집 체육교육과 실기물품,"['학년', '정시', '모집', '실기', '물품']",1551000,2013-12-19
조형예술학부 교육용기자재,"['교육', '용기', '자재']",15400000,2013-12-19
교육지원팀 교육용소프트웨어 SAS,"['교육', '지원', '교육', '소프트웨어']",17371200,2013-12-20
생활원 우수원생 포상에 따른 상품권,"['생활', '우수', '포상', '상품권']",4000000,2013-12-20
전기공학과 교육용기자재(전원공급기 외),"['교육', '용기', '자재', '전원공급기']",5946500,2013-12-23
건축학전공 헬리캠,"['건축학', '전공', '헬리']",14080000,2013-12-24
AV시스템 빔 프로젝트 램프,"['시스템', '프로젝트', '램프']",3924800,2013-12-24
전자공학과 교육용소프트웨어,"['교육', '소프트웨어']",1808000,2013-12-24
신문방송학과 교육용 실험실습기자재,"['교육', '실험실', '습기', '자재']",9300000,2013-12-24
2014년도 해외학술지,"['해외', '학술지']",206870000,2013-12-26
도시행정학과 공동교수실 비품,"['공동', '교수', '비품']",1450000,2013-12-26
도시건축학부 공동교수실 비품,"['공동', '교수', '비품']",1450000,2013-12-26
경영대학 교학실 복사기,"['교학', '복사기']",5872540,2013-12-26
운동건강학부 실험실습 소프트웨어(FMS Test kit),"['실험', '실습', '소프트웨어']",3666900,2013-12-26
전자공학과 교육용기자재(오슬로스코프 외),"['교육', '용기', '자재', '오슬로', '스코프']",8499700,2013-12-30
시설기획팀 송도캠퍼스 방문기념품,"['시설', '기획', '송도', '캠퍼스', '방문', '기념품']",2000000,2014-01-02
건설환경공학전공 3차원 전자식 유속계,"['전공', '차원', '자식', '유속계']",19700000,2014-01-03
위생기기 유지관리에 필요한 소모품,"['위생', '기기', '유지관리', '소모품']",8533800,2014-01-03
도시건축학부(건축공학전공) 실험실습기자재(태블릿PC),"['전공', '실험실', '습기', '자재', '태블릿']",1450000,2014-01-03
시설물 유지보수용 공구,"['시설', '유지', '보수', '공구']",2390300,2014-01-03
연구실 안전용품(2차),"['연구실', '안전', '용품']",16180000,2014-01-03
전기공학과 교육용 소프트웨어,"['교육', '소프트웨어']",3643200,2014-01-06
전기공학과 교육용 소프트웨어(MATLAB),"['교육', '소프트웨어']",1226060,2014-01-06
도시건축학부(도시설계전공) 기자재,"['도시설계', '전공', '자재']",3412200,2014-01-06
총학생회 복사기,"['총학생회', '복사기']",3494770,2014-01-06
학산도서관 도서기증가 기념품,"['학산', '도서관', '도서', '증가', '기념품']",1970000,2014-01-06
기숙사 및 게스트하우스 유리관리용 공구,"['기숙사', '게스트하우스', '유리', '관리', '공구']",1831060,2014-01-07
전자공학과 교육용기자재(시뮬레이션 컴퓨터 외),"['교육', '용기', '자재', '시뮬레이션', '컴퓨터']",5324000,2014-01-07
생활관 및 게스트하우스 유지관리용 자재,"['생활관', '게스트하우스', '유지관리', '자재']",7150000,2014-01-08
인천대학교 송도캠퍼스 전기 소모자재,"['인천대학교', '송도', '캠퍼스', '전기', '소모', '자재']",5391100,2014-01-08
휴대폰충전기 및 거치대,"['휴대폰', '충전기', '거치']",7368900,2014-01-08
전기공학과 교육용기자재,"['교육', '용기', '자재']",19000000,2014-01-08
경영학부 지식관리시스템,"['지식', '관리', '시스템']",13000000,2014-01-08
2014년도 국내 연속간행물,"['국내', '연속', '간행물']",17336170,2014-01-08
전기공학과 소프트웨어,['소프트웨어'],2750000,2014-01-08
평생교육원 학점은행제(체육학과) 강의 물품,"['평생교육', '학점은행제', '체육', '학과', '강의', '물품']",1980000,2014-01-08
도시환경공학부(도시건설공학전공) 실험실습기자재(자력계),"['도시', '건설', '공학', '전공', '실험실', '습기', '자재', '자력']",6875000,2014-01-09
환경공학전공 열량계,"['전공', '열량']",16500000,2014-01-10
FT-IR소모품 지출(ATR Crysral),"['소모품', '지출']",2970000,2014-01-13
기획 및 평가관련 방문기념품,"['기획', '평가', '관련', '방문', '기념품']",4850000,2014-01-15
사랑의 생필품 나눔 봉사활동을 위한 생필품,"['사랑', '생필품', '나눔', '봉사활동', '생필품']",3000000,2014-01-15
학내 행사지원 네트워크 재료,"['학내', '행사', '지원', '네트워크', '재료']",5157900,2014-01-16
생활원 분리수거함,"['생활', '분리수거']",1485000,2014-01-16
2014학년도 전기 대학원 신입생 홍보물,"['학년', '전기', '대학원', '신입생', '홍보물']",2280000,2014-01-16
자동차공학전공 실험실습재료,"['자동차', '공학', '전공', '실험', '실습', '재료']",3393500,2014-01-16
생활원 호실 환경개선에 따른 물품,"['생활', '호실', '환경', '개선', '물품']",1953000,2014-01-16
생활원 미화 물품,"['생활', '미화', '물품']",6430000,2014-01-16
전기공학과 제어공학실습장비,"['제어공학', '실습', '장비']",29150000,2014-01-16
"생활원 환경개선 에 따른 DVD플레이어,무선 송수신기","['생활', '환경', '개선', '플레이어', '무선', '송수신기']",1706650,2014-01-17
도시행정학과 기자재(디지털캠코더),"['자재', '디지털', '캠코더']",324740,2014-01-17
공동기기원 비품 (냉난방기),"['기원', '비품', '방기']",1972590,2014-01-17
2013-2학기 겨울방학 비교과 소그릅 학습지원 프로그램 따른 상품권,"['학기', '겨울방학', '비교', '학습', '지원', '프로그램', '상품권']",2080000,2014-01-17
"생활원 환경개선 계획에 따른 TV,TV거치대","['생활', '환경', '개선', '계획', '거치']",1779550,2014-01-17
기계로봇공학전공 실험실습재료(벨트풀리 외),"['기계', '로봇공학', '전공', '실험', '실습', '재료', '벨트']",1615000,2014-01-17
강의용 소모품(분필 외),"['강의', '소모품', '분필']",3893550,2014-01-20
스텐레스 분리수거함,"['스텐레스', '분리수거']",1530000,2014-01-21
게스트하우스 가습청정기,"['게스트하우스', '청정기']",17156100,2014-01-22
전자공학과 재료(아두이노모듈 외),"['재료', '아두이노', '모듈']",1570000,2014-01-22
조기 취업통계조사 실시에 따른 취업 축하 기념품,"['조기', '취업', '통계', '조사', '실시', '취업', '축하', '기념품']",8700000,2014-01-23
사범대학 역사교육과 기자재(액정모니터 외),"['자재', '액정', '모니터']",2444500,2014-01-24
2013학년도 전기 우수졸업생 표창 부상품,"['학년', '전기', '우수', '졸업생', '표창', '상품']",9780000,2014-01-24
생활원 매트리스,"['생활', '매트리스']",35026770,2014-01-28
교육지원팀 학사가운,"['교육', '지원', '학사', '가운']",29900000,2014-01-28
게스트하우스 사물함 외 9종,"['게스트하우스', '사물함']",11810920,2014-01-28
생활원 홈페이지 리뉴얼 계획에 따른 서버,"['생활', '홈페이지', '리뉴얼', '계획', '서버']",4862000,2014-02-03
시설기획팀 청소용품(고무장갑 외 33종),"['시설', '기획', '청소', '용품', '고무장갑']",18303500,2014-02-06
취업지원팀 지념품(커피잔셋트),"['취업', '지원', '지념품', '커피잔', '셋트']",4200000,2014-02-07
도시환경공학부(환경공학전공)교육용소프트웨어,"['전공', '교육', '소프트웨어']",3870000,2014-02-10
강의실 음향앰프설비 교체용 부품,"['강의실', '음향', '앰프', '설비', '교체', '부품']",1430000,2014-02-10
업무용 및 민원용 서류 봉투,"['업무', '민원', '서류', '봉투']",2435000,2014-02-13
졸업증서 용지 및 바인더,"['졸업', '증서', '용지', '바인더']",9672000,2014-02-13
제물포-도시행정학과 2014도시행정인의밤행사에 따른 기념품,"['제물포', '도시행정', '행사', '기념품']",1339800,2014-02-14
