번호,구분,계약명,계약금액,계약일,계약상대자
274,구매/기타,기자재 가스 구입(NMR액체질소),693000,2021-11-25,어드밴사이언테크
275,구매/기타,정보기술대학 행정용품 구매 지출(열쇠고리 외 6종),98380,2021-11-24,카드구매
276,구매/기타,(체육진흥원-시체육회)사격부 훈련용품(실탄 등) 구매,2840000,2021-11-24,막스맨건
277,구매/기타,동북아발전연구원 외장하드 구매,110000,2021-11-24,카드구매
278,구매/기타,(메카트로닉스공학과)실험실습재료 구입5,108000,2021-11-24,카드구매
279,구매/기타,(전자공학과)2021학년도 2학기 실험실습재료 구입,185700,2021-11-24,카드구매
280,구매/기타,[문헌정보학과] 수업용 재료 구입_21.11.22(손소독티슈),90300,2021-11-24,카드구매
281,자산,[예술체육대학 공연예술학과]국비(성과관리사업) 교육용기자재(맥북) 구입,2556400,2021-11-24,(주)블루포트
282,구매/기타,[해양학과] 자연과학대학 실험실습비 지출 요청(건전지),93750,2021-11-24,카드구매
283,구매/기타,TEM Grid,814000,2021-11-24,(주)성창사이언스
284,구매/기타,국제학생회 의전용 피복비 견적의뢰,1199800,2021-11-24,카드구매
285,구매/기타,외국인지원센터 물품구입(토너 등),275000,2021-11-24,카드구매
286,구매/기타,(건설환경공학과)2021학년도 2학기 실험실습재료 구입,516400,2021-11-24,카드구매
287,구매/기타,기초교육원 수업용 소모품 구입,880000,2021-11-24,카드구매
288,구매/기타,(메카트로닉스공학과)2021학년도 2학기 실험실습재료 구입,174700,2021-11-24,카드구매
289,구매/기타,동북아발전연구원 사무용품 구매,41900,2021-11-24,카드구매
290,구매/기타,[영어영문] 수업용 재료비 지출 - 사무용 봉투(대봉투) 제작,320000,2021-11-24,카드구매
291,구매/기타,(행정학과)2021학년도 2학기 실험실습재료 구입,79000,2021-11-24,카드구매
292,용역,미추홀캠퍼스 압축기(콤퓨레샤) 고장에 따른 교체 작업,2475000,2021-11-24,카드구매
293,구매/기타,부서운영 물품 구매,40800,2021-11-24,카드구매
294,구매/기타,소모품구입-Carbon paste,522500,2021-11-24,(주)성창사이언스
295,구매/기타,[예술체육대학 공연예술학과] 수업재료(버선) 구입,122500,2021-11-23,카드구매
296,구매/기타,2021년 하반기 직위표 제작,660000,2021-11-23,카드구매
297,구매/기타,스포츠센터 약품 응집제 구입,792000,2021-11-23,(주)대성케미칼
298,구매/기타,2022학년도 수시모집 특기자전형 면접고사 관련 사무용품 구입,90650,2021-11-23,카드구매
299,구매/기타,재무회계팀 업무관련 도서 구입,25000,2021-11-23,카드구매
300,구매/기타,재무회계팀 물품관리 전산화용품 구입,4400000,2021-11-23,(주)에이스바텍
301,구매/기타,(안전공학과)2021학년도 2학기 실험실습재료 구입,319600,2021-11-23,카드구매
302,구매/기타,INU어학센터 운영과 직원 명함 구매,20000,2021-11-23,카드구매
303,용역,캠퍼스 시설물 보수,2959000,2021-11-23,우림CNC
304,구매/기타,2022학년도 수시모집 학생부종합전형 면접 방역 및 기타 물품 구매,7798200,2021-11-23,(주)동양상공사
305,구매/기타,재무회계팀 소모품 구입(버티컬 마우스),38800,2021-11-23,카드구매
306,구매/기타,기계공학과 소모품 구입(20211123),88000,2021-11-23,카드구매
307,자산,전기공학과 교수행정용PC 구입요구(2),1300000,2021-11-23,카드구매
308,구매/기타,교원 제증명서 발급 용품구입(a4용지),319200,2021-11-23,카드구매
309,용역,제19회 코로나19 확진자 발생에 따른 긴급방역 실시,250000,2021-11-23,대성
310,구매/기타,기자재 가스 구입(유성특수가스_아르곤 가스),1430000,2021-11-23,카드구매
311,자산,[안전공학과] 2021년도 교육용기자재 구입요구(초음파온도계측 실험데이터 수집장치),2696100,2021-11-23,카드구매
312,구매/기타,기계공학과 소모품 구입(20211123),88000,2021-11-23,카드구매
313,구매/기타,[예술체육대학 디자인학부] 케이블 구입,95200,2021-11-23,카드구매
314,용역,대학본부 지하주차장 방화셔터 보수작업,1991000,2021-11-23,(주)대원소방엔지니어링
315,구매/기타,임베디드시스템공학과 펌웨어및디바이스드라이버개발 재료 구입,44641,2021-11-23,카드구매
316,구매/기타,(메카트로닉스공학과)실험실습재료 구입4,103200,2021-11-23,카드구매
317,구매/기타,경영대학(원) 부학장님실 프린트기 토너 구매,150850,2021-11-23,카드구매
318,자산,[총학생회]학생회실 비품 구입,531900,2021-11-23,카드구매
319,구매/기타,[산업경영공학과]실험실습재료 구입(25),96900,2021-11-22,카드구매
320,구매/기타,시설관리 소모품 구입(가시철망 외 1종),1962400,2021-11-22,카드구매
321,구매/기타,2022학년도 수시모집 학생부종합전형 면접 운영 물품,3491500,2021-11-22,대동사
322,구매/기타,임베디드시스템공학과 펌웨어및디바이스드라이버 재료 구입,497200,2021-11-22,카드구매
323,구매/기타,[문헌정보학과] 수업용 재료 구입_21.11.19,529800,2021-11-22,카드구매
324,공사,수냉식에어컨 배관철거 및 재연결 공사,3510000,2021-11-22,에스비엠주식회사
325,구매/기타,국내 전자책(eBook) 구입(6차),19135080,2021-11-22,(주)엠엘에스에스
326,구매/기타,대학혁신사업단 신규공간구축 아크릴 현판 구입 비용 지출,3100000,2021-11-22,카드구매
327,구매/기타,[대학혁신] 해양교육문화 활성화 정책 전문가 토론회 행사비품 구입,2310000,2021-11-22,카드구매
328,구매/기타,(패션산업학과) 캡스톤 디자인 패션기획 발표회에 따른 행사비 지출 의뢰(재료비),4700,2021-11-22,카드구매
329,구매/기타,(생명과학부)실험실습재료(RodFeed 사료 외 1종) 구입,44000,2021-11-22,카드구매
330,구매/기타,사회과학연구원 사무용품 구입,572000,2021-11-22,카드구매
331,구매/기타,(생명과학과)2021학년도 2학기 실험실습재료 구입,482850,2021-11-22,카드구매
332,구매/기타,안전공학과 실험실습재료 구입요구(27),331880,2021-11-22,카드구매
333,구매/기타,부서운영소모품 구입,126070,2021-11-22,카드구매
334,구매/기타,(산업경영공학과)2021학년도 2학기 실험실습재료 구입,190000,2021-11-22,카드구매
335,구매/기타,(생명과학전공)실험실습재료(밀웜 외 2종) 구입,42100,2021-11-22,카드구매
336,구매/기타,[신소재공학과] 실험실습재료 구입요구 #28,493900,2021-11-22,카드구매
337,구매/기타,"모조지, 스테플러, 스테플러심 등 구입",29080,2021-11-22,카드구매
338,자산,(자연과학대학) 학생공용공간 관리를 위한 물품 구매 신청,807920,2021-11-22,카드구매
339,구매/기타,입시종사자용 보온대 구입,31700,2021-11-22,카드구매
340,자산,[행정학과] 교육용기자재(스마트 강의 녹화기 외 2종) 구입,19090000,2021-11-22,코워베이직
341,공사,자연대학 독성가스(중앙공급)배관 철거공사,9500000,2021-11-22,에스비엠주식회사
342,자산,(생명과학부)비품(문서세단기) 구입,188000,2021-11-22,카드구매
343,구매/기타,2022학년도 수시모집 11월 면접고사용 소모품(건전지) 구입,10880,2021-11-22,카드구매
344,구매/기타,(생명과학부)실험실습재료(해부용 마우스) 구입,144000,2021-11-22,카드구매
345,구매/기타,소비자학과 실험실습 재료 구입 - 일체형비접촉 손소독 온도감지기 SET,450000,2021-11-20,카드구매
346,구매/기타,수학과 2021년 학부생 연구실 체험 지원 사업(2차) 실험실습비 지출_최원 교수님 연구실,529300,2021-11-20,카드구매
347,구매/기타,(사범대학) 미래교육센터 사무용품 구입비 지급,87180,2021-11-19,카드구매
348,구매/기타,[고교교육기여대학지원사업]2022학년도 학생부종합전형 면접평가 사전교육 자료집 제작,2070000,2021-11-19,카드구매
349,구매/기타,취업역량개발과 직원 명함 제작비 지출,60000,2021-11-19,카드구매
350,구매/기타,기초교육원 시험용 소모품 구입(토너),960250,2021-11-19,카드구매
351,구매/기타,(메카트로닉스공학과) 차재민 교수님 실험실습재료 구입2,565730,2021-11-19,카드구매
352,구매/기타,(물리학과) 실험실습비(4인치SiO2 Silicon Wafer) 지출 요청,1800000,2021-11-19,카드구매
353,자산,(에너지화학공학과) 교육용 기자재(노트북 충전보관함) 구입 요구(7),2190000,2021-11-19,인천지방조달청
354,구매/기타,(에너지화학공학과) 실험실습재료(스크류캡바이알외8종) 구입 요구(10),2095500,2021-11-19,카드구매
355,구매/기타,취업역량개발과 부서운영 소모품(외장하드) 구매 의뢰,74900,2021-11-19,카드구매
356,구매/기타,대외전략과 명함 제작,75000,2021-11-19,카드구매
357,구매/기타,(에너지화학공학과)2021학년도 2학기 실험실습재료 구입,236500,2021-11-19,카드구매
358,구매/기타,(패션산업학과) 캡스톤 디자인 패션기획 발표회에 따른 행사비 지출 의뢰(인쇄비),169400,2021-11-19,카드구매
359,구매/기타,(나노바이오전공)소모품(스카치테이프외 6종) 구입,51900,2021-11-19,카드구매
360,구매/기타,(물리학과)2021학년도 2학기 실험실습재료 구입,240000,2021-11-19,카드구매
361,구매/기타,트라이버시티 성인강좌 홍보물 및 기념품 배포를 위한 봉투 디자인 및 제작 용역,165000,2021-11-19,카드구매
362,구매/기타,부서운영 소모품 구매,39940,2021-11-19,카드구매
363,구매/기타,취업경력개발원 홍보 현수막 제작 의뢰,540000,2021-11-19,카드구매
364,구매/기타,[산업경영공학과]실험실습재료 구매(22),1075500,2021-11-18,카드구매
365,구매/기타,2022년도 법인회계 예산편성 관련 용품 구입,103440,2021-11-18,카드구매
366,구매/기타,인력개발팀 부서운영을 위한 복사용지 구매,92000,2021-11-18,카드구매
367,구매/기타,[전자] 2021-2학기 자기설계세미나II 학생지원비 지출요청(1),310770,2021-11-18,카드구매
368,용역,송도캠퍼스 7호관 승강기(11호기) 도어PCB 교체 수리,2689390,2021-11-18,카드구매
369,구매/기타,부서 사무용품 구입,23540,2021-11-18,카드구매
370,구매/기타,학생지원과 명함 제작,60000,2021-11-18,카드구매
371,구매/기타,[도시건축학부] 실험실습재료 구입(토너),453400,2021-11-18,카드구매
372,구매/기타,미추홀포럼 현수막 제작,150000,2021-11-18,카드구매
373,용역,2021년도 현업근로자 2차 특수건강진단 시행,36190,2021-11-18,카드구매
374,구매/기타,[건설환경공학전공] 실험실습비(RAM 외 1종),488080,2021-11-18,카드구매
375,구매/기타,[도시건축학부] 실험실습재료 구입(나무모형 외),282000,2021-11-18,카드구매
376,구매/기타,[건설환경공학전공] 실험실습비(비닐D링바인더 외 12종),1542700,2021-11-18,카드구매
377,구매/기타,기획예산처장실 가습기 구입,98000,2021-11-18,카드구매
378,구매/기타,[총학생회] 온라인 축제 상품(모바일 쿠폰) 구매,19960540,2021-11-18,(주)티아이커머스
379,구매/기타,(체육진흥원-2021대학운동부평가및지원사업)탁구부 훈련용품(방한복) 구매,2520000,2021-11-18,주식회사 닛타쿠코리아
380,구매/기타,[출연금] 선예원 소모품(손소독제) 구입 의뢰,97700,2021-11-18,카드구매
381,용역,2021 도시과학대학 페스티벌 진행을 위한 용역비 지출(디자인),1950000,2021-11-18,카드구매
382,구매/기타,[전자] 실험실습재료 구매 요청 14,1745600,2021-11-18,카드구매
383,구매/기타,[전자] 2021-2학기 자기설계세미나II 학생지원비 지출 요청(3),272340,2021-11-18,카드구매
384,구매/기타,"(체육진흥원) 현수막 제작 (축구U리그우승, 탁구부문체부우승)",180000,2021-11-18,카드구매
385,자산,[행정학과] 교육용 비품 구매,5873000,2021-11-18,(주)올인원시스템
386,구매/기타,재무회계팀 소모품 구입(코팅지 외),109080,2021-11-18,카드구매
387,공사,"바이오,해양클러스터관 건립 관급자재 구매(철근콘크리트 봉강) 계약의뢰",585690760,2021-11-17,인천지방조달청
388,구매/기타,승강기용 멀티탭 구입,142450,2021-11-17,카드구매
389,구매/기타,안전용품(전도방지 사다리) 구입,1485000,2021-11-17,카드구매
390,구매/기타,감사팀 감사관련 사무용품 구입,266000,2021-11-17,카드구매
391,구매/기타,(생명과학부)실험실습재료(지퍼팩 외 1종) 구입,12490,2021-11-17,카드구매
392,구매/기타,제물포캠퍼스 야외 화장실 남녀 구분용 표지판 구입(재기안),6400,2021-11-17,카드구매
393,구매/기타,(건축학과)2021학년도 2학기 실험실습재료 구입,498900,2021-11-17,카드구매
394,구매/기타,[해양학과] 자연과학대학 실험실습비 지출 요청(사다리),89500,2021-11-17,카드구매
395,구매/기타,사범대학 일반수용비 지급,86540,2021-11-17,카드구매
396,용역,컨벤션센터 휀스 보수,2992000,2021-11-17,에코(디엔씨)
397,구매/기타,(분자의생명전공)실험실습재료(FMS Kinase Enzyme system) 구입,1320000,2021-11-17,카드구매
398,용역,2022학년도 수시모집 11월 면접고사용 방역텐트 등 설치 및 렌탈,4707900,2021-11-17,선흥토탈
399,구매/기타,부서운영 소모품 구매,76040,2021-11-17,카드구매
400,구매/기타,[예술체육대학 디자인학부] 수용비(usb허브외 3종) 구입,447600,2021-11-17,카드구매
401,구매/기타,경영대학(원) 폐기물 처리 스티커 구매,207000,2021-11-17,카드구매
402,구매/기타,수학과 실험실습재료 구매 지출 요청,374000,2021-11-17,카드구매
